1,467,2
1,474,1
1,480,1
1,486,2
1,523,2
1,527,1
1,528,3
1,539,1
1,555,1
1,569,1
1,572,1
1,583,1
1,587,1
1,602,1
1,604,1
1,611,2
1,615,2
1,620,2
1,634,1
1,654,3
1,660,1
1,661,1
1,668,1
1,674,1
1,695,1
1,696,1
1,704,2
1,705,1
1,710,1
1,721,1
1,744,1
1,749,1
1,759,1
1,771,1
1,780,1
1,785,1
1,793,1
1,794,3
1,797,2
1,801,1
1,805,1
1,812,1
1,826,1
1,828,1
1,856,1
1,857,1
1,889,1
1,891,1
1,903,3
1,904,1
1,916,1
1,917,4
1,933,1
1,934,1
1,946,1
1,952,1
1,964,1
1,1004,1
1,1028,1
1,1031,1
1,1032,2
1,1038,1
1,1039,1
1,1047,1
1,1059,1
1,1064,1
1,1065,1
1,1066,1
1,1072,1
1,1074,1
1,1075,1
1,1088,2
1,1090,1
1,1131,2
1,1136,1
1,1142,1
1,1153,2
1,1166,2
1,1174,1
1,1201,2
1,1258,1
1,1299,2
1,1301,1
1,1312,1
1,1313,1
1,1320,3
1,1333,1
1,1335,1
1,1352,1
1,1354,1
1,1356,2
1,1362,1
1,1363,2
1,1372,1
1,1375,1
1,1378,2
1,1382,1
2,6,1
2,7,1
2,9,3
2,40,2
2,42,1
2,49,1
2,58,1
2,62,1
2,73,1
2,80,1
2,85,1
2,89,1
2,94,1
2,100,1
2,110,2
2,116,1
2,126,1
2,138,1
2,161,1
2,171,2
2,190,1
2,202,1
2,205,1
2,213,1
2,218,1
2,234,1
2,247,1
2,253,2
2,270,1
2,294,1
2,295,1
2,296,1
2,300,1
2,325,1
2,334,1
2,338,1
2,339,1
2,345,1
2,373,1
2,376,1
2,381,3
2,386,1
2,391,1
2,417,2
2,422,1
2,434,1
2,469,1
2,474,1
2,480,1
2,486,1
2,489,2
2,519,2
2,555,1
2,569,1
2,583,1
2,607,1
2,620,1
2,632,1
2,661,1
2,674,1
2,686,1
2,688,1
2,694,1
2,696,1
2,697,2
2,699,1
2,704,3
2,710,1
2,744,1
2,754,1
2,756,1
2,777,1
2,780,1
2,785,1
2,787,1
2,791,1
2,792,1
2,793,2
2,794,2
2,806,1
2,812,1
2,816,1
2,822,1
2,826,1
2,857,1
2,860,1
2,866,1
2,876,1
2,889,1
2,891,1
2,902,1
2,933,1
2,934,1
2,962,1
2,1031,1
2,1038,2
2,1039,1
2,1040,1
2,1047,1
2,1059,1
2,1072,1
2,1083,1
2,1104,1
2,1131,1
2,1174,1
2,1191,1
2,1258,1
2,1299,1
2,1300,1
2,1301,1
2,1320,1
2,1325,1
2,1327,1
2,1330,1
2,1333,3
2,1335,1
2,1341,1
2,1343,1
2,1351,1
2,1362,1
2,1363,1
2,1375,1
3,7,1
3,28,1
3,40,1
3,42,2
3,45,1
3,63,1
3,69,1
3,89,1
3,110,2
3,116,1
3,126,1
3,157,1
3,161,1
3,165,2
3,190,1
3,202,2
3,206,2
3,218,1
3,234,1
3,247,1
3,249,1
3,252,2
3,270,1
3,272,1
3,282,1
3,293,1
3,345,1
3,359,1
3,373,1
3,381,1
3,417,1
3,430,1
3,466,1
3,474,1
3,486,1
3,489,1
3,510,1
3,522,1
3,536,2
3,548,1
3,569,1
3,583,1
3,605,1
3,620,1
3,634,1
3,685,1
3,695,1
3,696,1
3,697,1
3,699,1
3,704,1
3,710,1
3,717,1
3,739,1
3,744,1
3,756,1
3,766,1
3,777,1
3,780,1
3,785,2
3,793,1
3,794,1
3,816,1
3,856,2
3,857,1
3,858,1
3,879,1
3,934,1
3,948,1
3,962,1
3,985,1
3,1038,2
3,1040,1
3,1059,1
3,1062,1
3,1074,1
3,1075,1
3,1077,1
3,1088,1
3,1166,1
3,1174,1
3,1201,1
3,1212,1
3,1213,1
3,1313,1
3,1325,1
3,1328,1
3,1333,1
3,1335,1
3,1343,1
3,1350,1
3,1354,1
3,1356,1
3,1362,1
3,1375,1
4,7,1
4,42,1
4,77,2
4,79,1
4,80,1
4,89,1
4,110,1
4,161,1
4,165,1
4,186,1
4,190,1
4,199,1
4,218,2
4,247,1
4,270,1
4,293,2
4,314,1
4,338,1
4,343,1
4,381,1
4,421,1
4,430,3
4,442,1
4,489,1
4,564,1
4,567,1
4,569,1
4,695,1
4,696,1
4,699,1
4,704,1
4,777,1
4,780,1
4,805,1
4,809,1
4,876,1
4,879,1
4,934,1
4,959,1
4,975,1
4,996,1
4,1059,1
4,1074,1
4,1075,1
4,1101,1
4,1127,1
4,1137,1
4,1163,1
4,1214,1
4,1263,1
4,1278,1
4,1313,1
4,1333,2
4,1341,1
4,1351,2
5,7,1
5,9,6
5,27,1
5,49,2
5,58,1
5,63,1
5,110,1
5,113,1
5,190,1
5,197,1
5,218,1
5,225,1
5,234,1
5,292,1
5,314,1
5,325,1
5,338,1
5,340,1
5,347,1
5,354,1
5,372,1
5,373,1
5,377,1
5,406,1
5,421,1
5,423,1
5,443,1
5,464,1
5,474,1
5,493,1
5,569,1
5,675,2
5,679,1
5,686,1
5,739,1
5,777,2
5,792,1
5,793,1
5,794,1
5,796,1
5,852,1
5,904,1
5,912,1
5,928,1
5,934,1
5,976,1
5,985,1
5,996,1
5,1040,1
5,1080,1
5,1106,1
5,1156,2
5,1188,3
5,1212,1
5,1216,1
5,1218,1
5,1310,1
5,1313,1
5,1333,1
5,1354,1
5,1356,3
5,1399,1
6,9,1
6,19,1
6,22,1
6,161,1
6,196,1
6,218,1
6,225,1
6,247,1
6,354,1
6,426,1
6,442,1
6,546,1
6,567,1
6,605,1
6,634,1
6,635,1
6,636,2
6,677,1
6,685,2
6,690,1
6,699,1
6,757,1
6,777,2
6,793,2
6,794,3
6,811,1
6,816,1
6,946,2
6,972,2
6,975,1
6,1062,1
6,1064,1
6,1191,1
6,1218,1
6,1223,1
6,1270,1
6,1292,1
6,1296,1
6,1307,2
6,1313,1
6,1315,2
6,1341,1
6,1355,2
7,110,1
7,118,1
7,234,1
7,304,1
7,427,1
7,602,2
7,603,2
7,604,4
7,638,1
7,677,1
7,686,1
7,773,1
7,1095,1
7,1229,1
7,1313,1
7,1351,1
nozzleprovid,213,1
8,58,1
8,197,1
8,199,1
8,210,1
8,218,1
8,219,1
8,239,1
8,252,1
8,338,1
8,342,1
8,349,1
8,372,1
8,423,2
8,442,1
8,522,2
8,529,1
8,546,1
8,628,1
8,654,1
8,677,1
8,690,1
8,691,1
8,695,1
8,696,1
8,755,2
8,791,1
8,808,1
8,866,1
8,972,1
8,1040,1
8,1061,1
8,1106,1
8,1212,1
8,1214,1
8,1224,1
8,1270,1
8,1313,1
8,1355,1
8,1378,1
9,9,1
9,40,1
9,197,3
9,198,1
9,213,1
9,252,1
9,278,1
9,427,1
9,675,2
9,685,2
9,695,1
9,755,1
9,802,1
9,859,1
9,972,1
9,985,1
9,1292,1
9,1355,1
housefli,933,1
unintent,290,1
couett,257,1
couett,300,1
couett,385,1
couett,386,2
couett,491,2
couett,646,1
couett,966,1
couett,1190,1
couett,1273,2
couett,1282,2
ture,59,1
ture,485,1
ture,836,1
catalyt,24,2
catalyt,942,1
role,42,2
role,172,1
role,304,1
role,415,1
role,518,1
role,521,1
role,860,1
role,903,1
role,1017,1
role,1119,1
role,1122,1
role,1244,1
role,1247,1
smalleccentr,622,1
3660,1159,1
incompress,2,2
incompress,3,1
incompress,4,2
incompress,9,1
incompress,16,2
incompress,17,2
incompress,23,2
incompress,44,1
incompress,73,3
incompress,81,2
incompress,87,1
incompress,94,1
incompress,105,2
incompress,106,1
incompress,107,1
incompress,110,1
incompress,111,1
incompress,117,1
incompress,128,1
incompress,133,1
incompress,135,1
incompress,148,1
incompress,152,2
incompress,153,2
incompress,165,2
incompress,180,1
incompress,191,1
incompress,199,1
incompress,208,1
incompress,228,1
incompress,241,1
incompress,242,1
incompress,243,1
incompress,255,1
incompress,257,1
incompress,261,1
incompress,277,1
incompress,278,1
incompress,287,1
incompress,292,1
incompress,298,1
incompress,299,1
incompress,300,1
incompress,304,1
incompress,308,1
incompress,309,1
incompress,323,2
incompress,324,1
incompress,325,1
incompress,331,1
incompress,351,1
incompress,375,2
incompress,376,3
incompress,377,2
incompress,380,2
incompress,382,1
incompress,387,1
incompress,389,1
incompress,397,1
incompress,404,2
incompress,427,1
incompress,442,1
incompress,458,1
incompress,460,3
incompress,461,1
incompress,475,1
incompress,477,1
incompress,494,1
incompress,507,1
incompress,527,1
incompress,535,1
incompress,538,2
incompress,553,1
incompress,562,2
incompress,563,1
incompress,610,1
incompress,632,1
incompress,637,1
incompress,652,1
incompress,653,1
incompress,659,1
incompress,662,1
incompress,664,1
incompress,699,1
incompress,701,4
incompress,705,1
incompress,748,1
incompress,754,1
incompress,764,1
incompress,775,1
incompress,779,3
incompress,784,2
incompress,787,1
incompress,927,2
incompress,933,1
incompress,940,1
incompress,941,2
incompress,945,1
incompress,962,1
incompress,966,1
incompress,988,1
incompress,989,1
incompress,990,1
incompress,1078,1
incompress,1112,1
incompress,1141,1
incompress,1149,2
incompress,1180,1
incompress,1182,1
incompress,1212,3
incompress,1214,1
incompress,1221,1
incompress,1241,2
incompress,1242,1
incompress,1251,1
incompress,1256,1
incompress,1281,1
incompress,1301,1
incompress,1302,2
incompress,1322,1
incompress,1333,1
incompress,1338,1
incompress,1341,1
incompress,1370,1
incompress,1371,2
incompress,1374,1
incompress,1393,1
incompress,1394,2
roll,60,4
roll,191,1
roll,286,1
roll,287,5
roll,288,4
roll,290,4
roll,368,1
roll,379,1
roll,432,3
roll,434,2
roll,520,4
roll,532,1
roll,600,1
roll,601,2
roll,759,1
roll,782,2
roll,790,5
roll,792,2
roll,812,1
roll,813,3
roll,1144,2
1000,139,1
1000,721,1
1000,949,1
1000,1009,1
1000,1166,1
1000,1230,1
pronounc,89,1
pronounc,156,1
pronounc,933,1
turn,113,1
turn,136,1
turn,212,3
turn,277,1
turn,282,1
turn,342,1
turn,363,1
turn,373,1
turn,420,2
turn,511,2
turn,655,1
turn,772,1
turn,861,1
turn,912,1
turn,927,1
turn,966,1
turn,1040,1
turn,1047,1
turn,1064,1
turn,1089,1
turn,1095,1
turn,1105,1
turn,1210,1
turn,1220,1
turn,1248,1
turn,1251,1
peripher,86,2
peripher,354,1
peripher,650,1
corot,416,1
result,1,1
result,7,1
result,8,1
result,9,2
result,10,1
result,13,1
result,14,1
result,15,1
result,16,1
result,20,2
result,22,1
result,24,2
result,25,1
result,27,1
result,29,6
result,35,2
result,36,1
result,38,2
result,39,1
result,40,1
result,41,1
result,42,2
result,44,1
result,47,1
result,49,5
result,50,2
result,53,1
result,54,3
result,55,1
result,58,2
result,62,1
result,63,1
result,66,1
result,68,3
result,75,1
result,76,2
result,78,3
result,82,2
result,83,1
result,84,2
result,85,1
result,86,1
result,89,1
result,91,1
result,93,1
result,94,1
result,95,1
result,98,1
result,99,3
result,101,1
result,109,1
result,110,2
result,112,1
result,115,2
result,116,1
result,121,2
result,122,1
result,123,1
result,124,3
result,125,1
result,127,2
result,130,1
result,132,1
result,133,1
result,137,1
result,139,1
result,140,2
result,144,1
result,146,2
result,147,1
result,149,1
result,150,2
result,152,1
result,156,1
result,160,2
result,161,1
result,162,1
result,164,1
result,165,5
result,166,1
result,167,1
result,168,2
result,169,1
result,170,1
result,173,2
result,174,1
result,176,1
result,179,2
result,187,2
result,188,1
result,189,2
result,191,2
result,193,1
result,195,2
result,197,1
result,199,2
result,201,1
result,202,1
result,203,1
result,204,1
result,206,3
result,208,1
result,209,2
result,212,4
result,214,1
result,216,1
result,218,1
result,219,1
result,222,4
result,225,5
result,226,1
result,227,1
result,232,1
result,233,1
result,234,6
result,235,1
result,236,1
result,239,1
result,240,1
result,241,1
result,245,1
result,247,1
result,248,1
result,250,1
result,252,2
result,259,1
result,260,2
result,263,1
result,264,2
result,267,1
result,268,1
result,272,3
result,273,2
result,274,2
result,276,3
result,277,1
result,284,1
result,286,1
result,287,1
result,289,1
result,290,1
result,297,2
result,299,1
result,300,4
result,303,1
result,304,2
result,305,1
result,307,2
result,315,3
result,317,1
result,321,1
result,325,3
result,328,1
result,329,3
result,330,2
result,331,1
result,334,1
result,342,2
result,345,1
result,349,1
result,354,2
result,357,1
result,358,2
result,359,1
result,360,1
result,363,1
result,364,1
result,365,1
result,368,1
result,369,3
result,370,1
result,371,1
result,373,2
result,383,2
result,385,1
result,390,1
result,395,1
result,400,1
result,401,2
result,403,1
result,404,1
result,406,2
result,409,2
result,413,3
result,415,1
result,416,2
result,417,3
result,419,1
result,421,1
result,422,1
result,423,1
result,426,3
result,427,1
result,433,2
result,434,3
result,441,1
result,442,1
result,443,3
result,445,1
result,448,2
result,449,1
result,450,1
result,454,3
result,455,3
result,456,1
result,459,1
result,460,1
result,462,1
result,463,1
result,464,1
result,465,2
result,466,5
result,467,2
result,468,1
result,469,1
result,470,2
result,474,1
result,475,1
result,476,1
result,477,3
result,479,1
result,482,1
result,483,1
result,484,1
result,487,1
result,488,1
result,489,2
result,493,4
result,494,2
result,495,1
result,496,3
result,497,2
result,500,3
result,501,1
result,503,3
result,505,1
result,506,2
result,514,2
result,516,1
result,517,1
result,518,2
result,522,4
result,525,1
result,529,1
result,535,1
result,536,1
result,538,2
result,540,1
result,542,1
result,543,1
result,544,1
result,545,1
result,546,1
result,548,2
result,549,1
result,550,1
result,552,1
result,554,2
result,556,2
result,557,1
result,558,2
result,563,1
result,565,2
result,567,4
result,568,2
result,569,1
result,572,1
result,573,1
result,576,3
result,580,1
result,583,1
result,586,1
result,588,3
result,589,2
result,593,2
result,595,1
result,600,1
result,601,2
result,602,1
result,603,1
result,606,1
result,609,1
result,610,2
result,611,3
result,613,1
result,614,4
result,615,1
result,619,2
result,620,1
result,622,1
result,623,1
result,625,1
result,626,1
result,627,1
result,628,1
result,630,2
result,631,1
result,632,2
result,633,1
result,634,4
result,635,2
result,639,1
result,643,1
result,644,4
result,645,3
result,646,2
result,647,1
result,648,1
result,651,1
result,654,1
result,655,2
result,656,1
result,658,2
result,660,1
result,661,2
result,662,1
result,666,2
result,668,1
result,670,1
result,671,2
result,673,1
result,675,1
result,676,1
result,677,2
result,678,2
result,679,2
result,680,1
result,685,5
result,686,1
result,687,2
result,688,1
result,691,1
result,692,1
result,693,1
result,694,1
result,697,1
result,699,3
result,704,6
result,705,2
result,706,1
result,712,2
result,713,2
result,716,1
result,717,2
result,721,1
result,723,1
result,724,2
result,725,1
result,726,1
result,727,1
result,728,1
result,730,1
result,733,1
result,738,1
result,739,1
result,740,2
result,743,1
result,747,1
result,751,1
result,753,3
result,755,3
result,757,1
result,760,2
result,763,2
result,766,3
result,767,1
result,769,1
result,772,3
result,776,1
result,779,2
result,782,6
result,784,1
result,788,2
result,790,1
result,791,1
result,792,1
result,794,1
result,796,2
result,797,2
result,799,1
result,801,1
result,802,2
result,803,1
result,804,2
result,806,3
result,808,1
result,809,1
result,813,2
result,814,2
result,816,3
result,818,2
result,819,2
result,820,1
result,822,1
result,823,3
result,825,3
result,826,3
result,827,1
result,828,4
result,829,1
result,830,1
result,837,1
result,838,2
result,840,1
result,841,1
result,843,2
result,844,1
result,845,1
result,846,2
result,847,2
result,848,1
result,850,1
result,851,1
result,855,1
result,857,1
result,860,1
result,862,1
result,863,1
result,864,1
result,866,1
result,867,1
result,868,1
result,869,1
result,870,1
result,871,1
result,877,1
result,880,2
result,881,1
result,882,1
result,883,2
result,887,1
result,888,1
result,889,2
result,891,5
result,894,1
result,895,2
result,896,1
result,897,3
result,898,1
result,901,2
result,903,4
result,904,2
result,905,1
result,907,1
result,908,1
result,909,1
result,912,1
result,916,1
result,917,2
result,918,1
result,921,2
result,927,2
result,928,2
result,929,1
result,930,1
result,931,1
result,932,1
result,935,2
result,937,1
result,941,1
result,943,1
result,946,1
result,948,1
result,952,1
result,954,1
result,955,1
result,956,1
result,957,1
result,959,4
result,960,1
result,963,1
result,964,1
result,965,1
result,966,1
result,967,2
result,974,1
result,976,2
result,977,1
result,980,1
result,984,1
result,986,3
result,987,1
result,988,1
result,989,1
result,992,1
result,994,2
result,996,1
result,999,3
result,1003,1
result,1005,1
result,1006,1
result,1008,2
result,1013,1
result,1014,1
result,1016,1
result,1017,1
result,1018,1
result,1019,4
result,1020,2
result,1021,1
result,1024,1
result,1025,1
result,1028,1
result,1031,2
result,1035,1
result,1040,2
result,1041,2
result,1046,3
result,1047,2
result,1050,1
result,1054,1
result,1055,1
result,1056,1
result,1059,1
result,1061,1
result,1062,1
result,1064,2
result,1066,2
result,1068,2
result,1069,1
result,1070,1
result,1071,1
result,1075,2
result,1076,2
result,1077,2
result,1078,2
result,1080,3
result,1081,1
result,1082,1
result,1090,2
result,1092,1
result,1094,3
result,1097,6
result,1099,1
result,1100,1
result,1101,1
result,1104,3
result,1106,1
result,1108,2
result,1109,1
result,1110,2
result,1112,1
result,1113,2
result,1114,3
result,1117,1
result,1119,2
result,1121,2
result,1122,2
result,1125,1
result,1129,1
result,1130,1
result,1131,1
result,1132,1
result,1133,1
result,1134,2
result,1137,3
result,1138,1
result,1144,2
result,1145,2
result,1146,1
result,1150,2
result,1153,3
result,1154,1
result,1157,2
result,1158,1
result,1159,1
result,1161,2
result,1164,4
result,1165,1
result,1166,1
result,1168,1
result,1169,1
result,1170,2
result,1173,2
result,1175,1
result,1176,2
result,1177,1
result,1178,1
result,1179,3
result,1182,2
result,1183,2
result,1184,1
result,1185,3
result,1186,1
result,1189,1
result,1192,1
result,1194,1
result,1195,1
result,1198,1
result,1199,1
result,1200,1
result,1202,1
result,1203,1
result,1206,1
result,1207,3
result,1209,1
result,1214,5
result,1215,1
result,1216,1
result,1220,1
result,1222,2
result,1224,2
result,1225,1
result,1226,1
result,1228,1
result,1229,1
result,1230,1
result,1231,1
result,1232,1
result,1233,1
result,1234,2
result,1235,3
result,1237,1
result,1239,1
result,1240,1
result,1242,1
result,1243,1
result,1244,1
result,1246,2
result,1247,1
result,1248,4
result,1249,1
result,1250,2
result,1255,1
result,1258,1
result,1259,2
result,1262,1
result,1263,1
result,1264,2
result,1266,1
result,1270,1
result,1273,1
result,1274,3
result,1281,2
result,1282,1
result,1286,1
result,1288,1
result,1289,3
result,1290,2
result,1291,1
result,1292,5
result,1296,1
result,1297,1
result,1299,1
result,1300,2
result,1302,1
result,1303,1
result,1307,1
result,1310,1
result,1313,4
result,1314,1
result,1315,1
result,1319,3
result,1320,1
result,1322,1
result,1323,1
result,1324,1
result,1331,1
result,1333,2
result,1335,1
result,1339,3
result,1342,2
result,1344,4
result,1346,3
result,1348,1
result,1349,2
result,1350,2
result,1352,3
result,1353,1
result,1354,1
result,1356,1
result,1359,3
result,1363,1
result,1366,2
result,1367,1
result,1370,1
result,1372,1
result,1373,1
result,1374,2
result,1375,2
result,1379,1
result,1381,1
result,1382,1
result,1384,1
result,1390,1
result,1391,1
result,1392,1
result,1394,1
result,1395,1
result,1397,3
result,1398,1
connect,17,1
connect,77,1
connect,134,1
connect,169,1
connect,311,1
connect,319,1
connect,321,1
connect,329,1
connect,341,1
connect,352,1
connect,364,1
connect,369,1
connect,395,1
connect,421,1
connect,548,1
connect,684,1
connect,732,1
connect,733,1
connect,746,1
connect,798,1
connect,886,1
connect,899,1
connect,1028,1
connect,1040,1
connect,1180,1
connect,1181,1
connect,1185,1
connect,1201,1
connect,1207,1
connect,1310,1
connect,1331,1
connect,1374,1
hand,34,1
hand,92,2
hand,132,1
hand,152,1
hand,220,1
hand,274,1
hand,292,1
hand,640,1
hand,746,2
hand,760,1
hand,775,1
hand,820,1
hand,987,1
hand,1119,1
hand,1201,1
hand,1231,1
hand,1235,1
hand,1244,1
hand,1328,1
b,101,1
b,159,1
b,200,1
b,206,1
b,377,2
b,410,1
b,456,1
b,536,1
b,660,1
b,731,2
b,744,1
b,787,1
b,871,1
b,1034,1
b,1111,1
b,1149,1
b,1172,1
b,1224,1
b,1289,1
b,1320,1
b,1351,1
c,25,1
c,63,1
c,151,1
c,159,2
c,206,1
c,452,1
c,456,1
c,536,1
c,611,1
c,673,1
c,706,1
c,731,3
c,962,1
c,1034,1
c,1082,4
c,1092,2
c,1111,1
c,1198,1
c,1289,1
c,1327,2
c,1330,1
c,1351,1
c,1370,1
piec,722,1
piec,1100,1
salt,1096,1
salt,1097,1
d,115,2
d,206,1
d,263,1
d,456,1
d,606,1
d,738,1
d,1111,1
d,1136,2
d,1175,1
d,1188,1
d,1218,2
e,206,1
e,259,1
e,262,1
e,263,1
e,410,1
e,414,1
e,429,1
e,437,1
e,458,1
e,528,3
e,548,3
e,611,1
e,613,1
e,614,1
e,615,2
e,787,1
e,833,1
e,857,1
e,868,1
e,1031,1
e,1047,1
e,1056,1
e,1068,1
e,1137,1
e,1138,1
shercliff,607,1
f,50,1
f,117,2
f,293,1
f,296,1
f,321,1
f,341,2
f,462,1
f,463,1
f,478,1
f,646,1
f,734,1
f,766,1
f,858,2
f,948,2
f,1003,3
f,1020,1
f,1021,1
f,1022,1
f,1025,2
f,1096,2
f,1101,1
g,25,1
g,44,1
g,99,1
g,210,1
g,488,1
g,562,1
g,606,1
g,868,1
g,1047,1
g,1327,1
g,1345,1
g,1347,1
spiral,7,2
spiral,18,1
spiral,191,1
spiral,601,1
h,8,1
h,148,1
h,156,1
h,259,1
h,371,1
h,377,1
h,493,3
h,506,1
h,548,9
h,606,1
h,616,2
h,622,6
h,739,1
h,811,1
h,827,5
h,1056,1
h,1365,1
j,22,1
j,110,1
j,344,1
j,356,1
j,557,1
j,577,1
j,654,1
j,660,1
j,855,1
j,884,1
j,936,1
j,1327,1
analytici,193,1
k,7,1
k,20,1
k,43,1
k,57,1
k,118,1
k,159,1
k,299,3
k,302,1
k,442,1
k,452,1
k,606,1
k,633,2
k,691,1
k,706,2
k,919,1
k,962,1
k,1011,1
k,1025,1
k,1073,1
k,1157,1
k,1161,1
k,1230,2
k,1258,3
k,1333,5
k,1385,1
k,1399,1
helium,25,1
helium,68,3
helium,84,1
helium,123,2
helium,125,1
helium,171,1
helium,304,2
helium,334,1
helium,338,2
helium,340,1
helium,342,1
helium,343,1
helium,353,1
helium,366,2
helium,413,2
helium,421,2
helium,502,1
helium,529,1
helium,595,1
helium,623,1
helium,628,6
helium,634,1
